2023-01-25 10:24:50,779 - 'j'
2023-01-25 10:24:50,836 - 'd'
2023-01-25 10:24:51,926 - 'j'
2023-01-25 10:24:51,998 - 'd'
2023-01-25 10:24:52,462 - 'c'
2023-01-25 10:24:52,622 - 'n'
2023-01-25 10:24:52,678 - 'd'
2023-01-25 10:24:52,718 - 'j'
2023-01-25 10:24:52,854 - 'j'
2023-01-25 10:24:53,582 - Key.backspace
2023-01-25 10:24:53,742 - Key.backspace
2023-01-25 10:24:53,894 - Key.backspace
2023-01-25 10:24:54,038 - Key.backspace
2023-01-25 10:24:54,198 - Key.backspace
2023-01-25 10:24:54,342 - Key.backspace
2023-01-25 10:24:54,478 - Key.backspace
2023-01-25 10:24:54,606 - Key.backspace
2023-01-25 10:24:54,734 - Key.backspace
2023-01-25 10:25:11,505 - 'j'
2023-01-25 10:25:11,513 - 'n'
2023-01-25 10:25:13,089 - Key.backspace
2023-01-25 10:25:13,297 - Key.backspace
2023-01-25 10:25:18,641 - Key.enter
2023-01-25 10:25:19,201 - Key.enter
2023-01-25 10:25:19,705 - Key.enter
2023-01-25 10:25:20,127 - Key.backspace
2023-01-25 10:25:20,792 - 'd'
2023-01-25 10:25:20,802 - 'u'
2023-01-25 10:25:21,084 - 'j'
2023-01-25 10:25:22,151 - Key.backspace
2023-01-25 10:25:22,327 - Key.backspace
2023-01-25 10:25:22,734 - Key.backspace
2023-01-25 10:25:24,034 - Key.backspace
2023-01-25 10:25:24,491 - Key.backspace
2023-01-25 10:25:24,902 - Key.backspace
2023-01-25 10:25:35,700 - Key.space
2023-01-25 10:25:36,324 - 'd'
2023-01-25 10:25:36,324 - 'j'
2023-01-25 10:25:36,988 - 'j'
2023-01-25 10:25:37,204 - 'f'
2023-01-25 10:25:37,428 - 'f'
2023-01-25 10:25:37,524 - 'j'
2023-01-25 10:25:38,492 - Key.backspace
2023-01-25 10:25:38,692 - Key.backspace
2023-01-25 10:25:38,876 - Key.backspace
2023-01-25 10:25:39,027 - Key.backspace
2023-01-25 10:27:12,085 - Key.ctrl_r
2023-01-25 10:27:12,589 - Key.ctrl_r
2023-01-25 10:27:12,613 - '\x03'
2023-01-25 10:27:21,156 - 's'
2023-01-25 10:27:21,268 - 'd'
2023-01-25 10:27:32,016 - Key.ctrl_r
2023-01-25 10:27:32,432 - '\x13'
2023-01-25 10:27:34,590 - Key.ctrl_r
2023-01-25 10:27:34,692 - '\x13'
2023-01-25 10:27:35,104 - Key.ctrl_r
2023-01-25 10:27:35,160 - '\x13'
2023-01-25 10:27:35,384 - Key.ctrl_r
2023-01-25 10:27:35,488 - '\x13'
2023-01-25 10:27:35,600 - Key.ctrl_r
2023-01-25 10:27:35,704 - 's'
2023-01-25 10:27:35,744 - Key.ctrl_r
2023-01-25 10:27:35,904 - 's'
2023-01-25 10:27:40,830 - Key.ctrl_r
